,id,title,labels,scores,status
10956,YEBDvqsniH,Beyond Magic Words: Sharpness-Aware Prompt Evolving for Robust Large Language Models with TARE,LLMs,"[4,6,6,6]",Poster
15405,lvtiRJ2nwU,Semantic Proximity for Redundancy-Aware Context Compression in Large Language Models,LLMs,"[2,2,4,4]",Withdraw
11472,ZmGirmNJqE,Search Self-Play: Pushing the Frontier of Agent Capability without Supervision,LLMs,"[4,6,6,6]",Poster
158,0UvgQxsi7S,Multi-Feature Quantized Self-Attention for Fair Large Language Models,LLMs,"[4,4,6,6]",Poster
2037,6LORvHYkV3,Stabilizing MoE Reinforcement Learning by Aligning Training and Inference Routers,LLMs,"[2,4,6,6]",Reject
1676,5F2XfLe7An,SINQ: Sinkhorn-Normalized Quantization for Calibration-Free Low-Precision LLM Weights,LLMs,"[2,4,6]",Reject
18712,wTZt07hzZf,Sparser Block-Sparse Attention via Token Permutation,LLMs,"[2,2,6,6]",Reject
11087,YcnKdeI9pp,AgentOrchestra: Orchestrating Hierarchical Multi-Agent Intelligence with the Tool-Environment-Agent (TEA) Protocol,LLMs,"[2,4,4,6]",Withdraw
1333,4BjGVZ7Bxn,AutoLibra: Agent Metric Induction from Open-Ended Human Feedback,LLMs,"[4,4,6,8]",Poster
18316,vHKUXkrpVs,The Reasoning Trap: How Enhancing LLM Reasoning Amplifies Tool Hallucination,LLMs,"[2,4,4,6]",Withdraw
10914,Y6idSGOwfK,Cross-Modal Factor Reasoning with LLMs: Toward Semantic-Structured Generalization for Recommendation,LLMs,"[2,4,4,4]",Reject
2512,7r2lkhDGUj,Towards Greater Leverage: Scaling Laws for Efficient Mixture-of-Experts Language Models,LLMs,"[4,6,6]",Poster
2278,77VCQs9VSU,From Assistants to Companions: Towards the Usefulness of Improving Theory of Mind for Human-AI Symbiosis,LLMs,"[2,2,4,4]",Withdraw
13374,ffYd6uJpJE,MCP-Universe: Benchmarking Large Language Models with Real-World Model Context Protocol Servers,LLMs,"[4,6,6,6]",Reject
1599,51n0n1Lpdt,When Clean Queries Become Triggers: Backdoor Attacks on Large Language Models,LLMs,"[2,4,4,4,6]",Reject
16293,okjogxO1Fu,Let LLMs Speak Embedding Languages: Generative Text Embeddings via Iterative Contrastive Refinement,LLMs,"[4,6,8,8]",Poster
17692,tDNr5rt47g,Computational Reasoning of Large Language Models,LLMs,"[2,4,4,6]",Reject
16990,r0CH5dF3Se,Highly Efficient and Effective LLMs with Multi-Boolean Architectures,LLMs,"[4,4,6,6]",Poster
675,22Hh0Vj5Dd,Exploring the Potential of Encoder-free Architectures in 3D LMMs,LLMs,"[4,4,6]",Poster
976,32G5SjCAMV,PiCa: Parameter-Efficient Fine-Tuning with Column Space Projection,LLMs,"[4,4,4,4]",Poster
2387,7TlCUD2tQI,"Augmenting Industrial Maintenance with LLMs: A Benchmark, Analysis, and Generalization Study",LLMs,"[2,4,4,6]",Reject
12881,e6Vne8vJHe,SWE-Mirror: Scaling Issue Resolving Datasets by Mirroring Issues Across Repositories,LLMs,"[4,6,6,6]",Reject
1897,5sLaujF45C,CollabMask: Explainable Neuron Collaboration with Gradient Masks for LLM Fine-Tuning,LLMs,"[2,2,4,4]",Withdraw
11633,aJvM8VUVuV,LIFT: Enhancing Long-Context Reasoning in Large Language Models via Long Input Fine-Tuning,LLMs,"[2,2,2,4]",Reject
6752,L5oGS5ntnF,Towards Explainable Bilingual Multimodal Misinformation Detection and Localization,LLMs,"[4,4,4,6]",Withdraw
2895,986dAuBAW4,Identity Bridge: Enabling Implicit Reasoning via Shared Latent Memory,LLMs,"[2,4,4,4]",Reject
8569,QlQG6dT4qX,Transparent and Robust RAG: Adaptive-Reward Reinforcement Learning for Decision Traceability,LLMs,"[2,4,4,6]",Withdraw
15066,ktHj6YazEE,Multi-Scale Group Relative Policy Optimization for Large Language Models,LLMs,"[2,2,2,4]",Withdraw
5785,I9f5NdjBvK,LogitSpec: Accelerating Retrieval-based Speculative Decoding via Next Next Token Speculation,LLMs,"[2,2,4,6]",Withdraw
15099,kzRWbQgady,Rethinking RL Evaluation: Can Benchmarks Truly Reveal Failures of RL Methods?,LLMs,"[2,4,4]",Withdraw
8110,PR1PPxvG9Q,How Base Frequency Shapes RoPE: An Analytical Study of Frequency-Band Formation,LLMs,"[4,4,4,6,8]",Poster
15202,lKEdGCoDNC,ShinkaEvolve: Towards Open-Ended and Sample-Efficient Program Evolution,LLMs,"[0,4,6,6,6]",Poster
16748,qIFutkLgRE,MiGrATe: Mixed-Policy GRPO for Adaptation at Test-Time,LLMs,"[2,2,4,8]",Reject
15272,lXDg6quPKT,Not All Rollouts are Useful: Down-Sampling Rollouts in LLM Reinforcement Learning,LLMs,"[2,2,6,6]",Withdraw
4479,E8MR8jgEeZ,Entropy-preserving reinforcement learning,LLMs,"[2,4,4,6]",Poster
19527,z85kARAoyD,Pitfalls in Evaluating Language Model Forecasters,LLMs,"[4,4,8,8]",Poster
814,2U5VWDwhKU,Discovering Deep Chain-of-Thought Paths Across Broader QA: A General CoT-Decoding Framework for LLMs,LLMs,"[2,4,6]",Withdraw
3013,9VkJ058cTa,POEMetric: The Last Stanza of Humanity,LLMs,"[4,4,4,6]",Poster
14542,jLdx3kmsrs,Think-at-Hard: Selective Latent Iterations to Improve Reasoning Language Models,LLMs,"[4,4,6,6]",Reject
9052,SD8Z231C45,DuPO: Enabling Reliable Self-Verification via Dual Preference Optimization,LLMs,"[2,4,6,8]",Poster
12246,cCIdxLoLJ5,The Information Bottleneck of Chain-of-Thought and How Latent CoT Overcomes It,LLMs,"[2,4,6,8,8]",Reject
1254,3ut43qNlmw,GeoLoom: High-quality Geometric Diagram Generation from Textual Input,LLMs,"[2,4,6,6]",Reject
9831,UXt9ul6pLJ,PSPO: Trainable Potential-Based Reward Shaping with Internal Model Signals for Post-Training Policy Optimization of Large Language Models,LLMs,"[2,4,4,4]",Reject
10829,Xpf7AUOcnT,"Answer, Refuse, or Guess? Investigating Risk-Aware Decision Making in Language Models",LLMs,"[4,4,4,4]",Reject
15936,nbhDNDDZMe,Learning to Refine: Self-Refinement of Parallel Reasoning in LLMs,LLMs,"[2,2,4,6]",Withdraw
13684,glUb0l0rH5,Reversible Lifelong Model Editing via Semantic Routing-Based LoRA,LLMs,"[4,4,6,6]",Withdraw
16761,qKMMrgGlBU,AccLoRT: Efficient Large Language Models Pretraining through Low-Rank Accumulation,LLMs,"[4,4,4,6]",Reject
13610,gWteQPhreG,RASRAG: A DOMAIN-SPECIFIC RAG FRAMEWORK AND BENCHMARK FOR ROBOTIC-ASSISTED SURGERY,LLMs,"[4,4,4,4]",Reject
12711,dZvzVVa1Qh,T2J: Leveraging Developer Bug-Fixing Behaviors to Evaluate and Improve LLM-Based PyTorch-to-JAX Translation,LLMs,"[0,2,2,4,4]",Withdraw
10741,XYB67Nu2xD,LRanker: LLM Ranker for Massive Candidates,LLMs,"[4,4,4,4]",Desk Reject
9989,V2fTGbSD7Q,Training-Free Multimodal Large Language Model Orchestration,LLMs,"[4,4,4,6]",Reject
7856,OhN25uxVab,No Answer Needed: Predicting LLM Answer Accuracy from Question-Only Linear Probes,LLMs,"[2,4,4,6]",Reject
8143,PV2JC9PFeu,Docs2Table: Bridging Multiple Documents and Structured Tables via LLMs,LLMs,"[0,2,2,6]",Withdraw
16964,qvVrAMdK2F,On the Predictive Power of Representation Dispersion in Language Models,LLMs,"[2,6,6,8]",Poster
17927,tzS9roOTdj,Reinforcement Learning Fine-Tuning Enhances Activation Intensity and Diversity in the Internal Circuitry of LLMs,LLMs,"[4,4,8]",Poster
7271,MpeyjgWbKt,Coupling Experts and Routers in Mixture-of-Experts via an Auxiliary Loss,LLMs,"[6,6,8]",Oral
14191,iGuz8mgsye,Diffusion Beats ARM: Diffusion Large Language Models for Generative Recommendation,LLMs,"[2,2,4,4]",Withdraw
4866,FKolnp9HTD,Uncertainty Distillation: Teaching Language Models to Express Semantic Confidence,LLMs,"[4,4,4]",Reject
8922,RqwEzZqMFv,MolecularIQ: Characterizing Chemical Reasoning Capabilities Through Symbolic Verification on Molecular Graphs,LLMs,"[4,4,4]",Poster
12252,cDuA6ZNvCl,Efficient Agent Training for Computer Use,LLMs,"[2,4,6]",Poster
949,2ytWHufA5j,Understanding Post-Training Structural Changes in Large Language Models,LLMs,"[4,4,6,8,8]",Reject
17888,tt2UjLNKvr,Beyond Sequential Context: Navigating Non-linear Flow of Multi-turn Dialogues with Dynamic Context Tree,LLMs,"[2,2,4,6]",Withdraw
7574,NnEfjLA50a,LLM Coaching LLM in Self-Play Training,LLMs,"[2,2,6,6]",Reject
14330,igcQRiVlgu,Don't Throw Away Your Beams: Improving Consistency-based Uncertainties in LLMs via Beam Search,LLMs,"[0,4,4,8,8]",Poster
18739,wZ4UoRKDNa,ssToken: Self-modulated and Semantic-aware Token Selection for LLM Fine-tuning,LLMs,"[4,4,6,6,8]",Poster
18149,ujBrsQm6Zu,NFT: Bridging Supervised Learning and Reinforcement Learning in Math Reasoning,LLMs,"[2,4,4,8]",Poster
738,2Epwf39xsY,Bounded Working Memory for LLMs: Reproducing Human Recall Dynamics,LLMs,"[0,0,2,4]",Reject
7684,O7fxz7D6vf,Obscure but Effective: Classical Chinese Jailbreak Prompt Optimization via Bio-Inspired Search,LLMs,"[2,4,6,6]",Poster
1671,5EMpJRhabT,Decision Potential Surface: A Theoretical and Practical Approximation of LLM's Decision Boundary,LLMs,"[2,4,4,4]",Reject
9383,TG8b8LmRsY,Evaluating Bargaining Skills in Online Second-Hand Marketplace with LLM Seller Agents,LLMs,"[0,2,2,2]",Withdraw
10075,VIlj7Dzuto,REFORM : Residual Filtering through Neural Aggregators for Layer-Wise Representation Integrity,LLMs,"[2,4,4,6]",Withdraw
7751,ONGhOee3qt,Distributed Specialization: Rare-Token Neurons in Large Language Models,LLMs,"[2,2,4,4]",Withdraw
10832,XpoQ812d0A,Landscape of Thoughts: Visualizing the Reasoning Process of Large Language Models,LLMs,"[2,4,4,8]",Poster
18220,uwoA5iyTC6,Time Series Forecasting as Reasoning: A Slow-Thinking Approach with Reinforced LLMs,LLMs,"[2,4,4,4]",Reject
18031,uLM3BfKo19,Quagmires in SFT-RL Post-Training: When High SFT Scores Mislead and What to Use Instead,LLMs,"[4,6,6,6,6,6]",Poster
444,1IAgMkztsC,EVADE-Bench: Multimodal Benchmark for Evasive Content Detection in E-Commerce Applications,LLMs,"[2,4,6,8]",Reject
581,1lRK9XD61d,HARBOR: Hierarchical Abduction with Bayesian Orchestration for Reliable Probability Inference in Large Language Models,LLMs,"[4,6,6,6]",Desk Reject
13262,fIFYBtjn2h,"Not only a helper, but also a teacher: Interactive LLM Cascade",LLMs,"[2,4,4,6]",Reject
9568,TmuzZDi8Y3,Large Language Models Systematically Favor Popular Options: Evidence and Mitigation Across Multiple Choice Tasks,LLMs,,Desk Reject
10293,W2gumMWtWf,CoSA: Compressed Sensing-Based Adaptation of Large Language Models,LLMs,"[2,2,4,4]",Withdraw
9608,TuzsCiHocG,Accurate and Efficient Singular Value Decomposition For LLMs via Decay-aware Rank Allocation and Feature-Preserved Weight Update,LLMs,"[4,4,6,6]",Reject
8125,PSIe9mmF7a,Auditing Black-Box LLM APIs with a Rank-Based Uniformity Test,LLMs,"[2,6,6,8]",Poster
9669,U5L9Loz6ov,Scouting for Potential LLMs: A Preliminary Assessment of Domain Adaptability for Supervised Fine-Tuning,LLMs,"[2,2,6,6]",Reject
10141,VVJeDnuo4c,Multi-agent System with Individual Optimized Expertise for Retrieval Augmented Generation,LLMs,"[2,2,6]",Withdraw
4303,DbHtCaO4RD,BitHydra: Towards Bit-flip Inference Cost Attack against Large Language Models,LLMs,"[2,2,2,4]",Withdraw
1228,3qAzQyOOnA,Social-R1: Enhancing Social Intelligence in LLMs through Human-like Reinforced Reasoning,LLMs,"[2,2,4,8]",Reject
942,2x9Dat4PBO,Self-Rewarding Rubric-Based Reinforcement Learning for Open-Ended Reasoning,LLMs,"[2,4,4,6]",Reject
19702,zfruJR2oxw,CLPO: Curriculum Learning meets Policy Optimization for LLM Reasoning,LLMs,"[4,4,4,4]",Withdraw
3543,B9i2B0IjRT,From small to large language models: How much confidence can we have?,LLMs,"[2,2,2,4]",Withdraw
962,30u4c9soJu,"Refine, Don’t Rewrite: LearnFrom for Consistency-Aware LLM Decompilation",LLMs,"[2,4,4,4]",Withdraw
19526,z7rBvNBxTG,Hybrid Attribution Priors for Explainable and Robust Model Training,LLMs,"[2,2,2,4]",Withdraw
11545,a2DVm6PMl0,SID: Multi-LLM Debate Driven by Self Signals,LLMs,"[4,4,4,6]",Withdraw
2382,7SnsUnuBEB,Finetune Once: Decoupling General & Domain Learning with Dynamic Boosted Annealing,LLMs,"[4,4,4,6]",Reject
16738,qG2wDVvELP,Dynamic Evaluation of Reward Models via Pairwise Maximum Discrepancy Competition,LLMs,"[2,2,2,4]",Withdraw
19216,y8vwDwygeM,Eliminating Agentic Workflow for Introduction Generation with Parametric Stage Tokens,LLMs,"[2,4,4,4]",Reject
17217,ri3Si3GBOm,AdaThink-Med: Medical Adaptive Thinking with Uncertainty-Guided Length Calibration,LLMs,"[4,4,4,6]",Reject
11384,ZUVJJzBWXj,Know‑the‑Ropes: Algorithmic Blueprints for Reliable LLM Multi-Agent Systems,LLMs,"[2,2,4,4]",Withdraw
4106,CvwLtwlraW,OptiMind: Teaching LLMs to Think Like Optimization Experts,LLMs,"[2,2,4,4]",Reject
7167,MSm0VFL9pq,Hyperdimensional Probe: Decoding LLM Representations via Vector Symbolic Architectures,LLMs,"[0,4,4,6]",Reject
11689,aTCXvJKnkE,Towards Strategic Persuasion with Language Models,LLMs,"[4,6,6,8]",Poster
17938,u1tsgXPh2o,Play to Generalize: Learning to Reason Through Game Play,LLMs,"[4,4,6,8]",Poster
16579,pkHaUX69ZN,LLMs Can Generate a Better Answer by Aggregating Their Own Responses,LLMs,"[2,2,2,2]",Withdraw
17043,r8hzDA3pUY,Reducing Belief Deviation in Reinforcement Learning for Active Reasoning,LLMs,"[4,6,8,8]",Oral
2340,7K1kXowjK1,Self-Correction Bench: Uncovering and Addressing the Self-Correction Blind Spot in Large Language Models,LLMs,"[2,2,4,4]",Reject
557,1fH0nFuvjo,PIPA: An Agent for Protein Interaction Identification and Perturbation Analysis,LLMs,"[0,2,2,4]",Desk Reject
17948,u4wq305mNS,Beyond Parameters: Exploring Virtual Logic Depth for Scaling Laws,LLMs,"[2,4,6,6]",Reject
8053,PFseU5D5t9,Reasoning as an Attack Surface: Adaptive Evolutionary CoT Jailbreaks for LLMs,LLMs,"[2,4,6]",Desk Reject
16923,qnLj1BEHQj,Concept Attractors in LLMs and their Applications,LLMs,"[2,4,6,6]",Desk Reject
11604,aFMRwbMg8J,Pointer-CAD: Unifying B-Rep and Command Sequences via Pointer-based Edges & Faces Selection,LLMs,"[2,2,4,6]",Withdraw
14144,i6fc97RY1l,Addition Circuit: How LLMs Add in Their Heads using State Vectors,LLMs,"[0,2,2,2,6]",Reject
10843,XromAiEaE3,GraphMind: LLMs as Dynamic Knowledge Builders for Sequential Decision-Making,LLMs,"[2,2,4,6]",Withdraw
5052,FtL9eEmU6v,EditBench: Evaluating LLM Abilities to Perform Real-World Instructed Code Edits,LLMs,"[6,6,8,10]",Oral
10849,Xt6K4cw36l,Prompt reinforcing for long-term planning of large language models,LLMs,"[2,2,6,6]",Reject
15598,mUTN9VIaSy,Bi-directional Bias Attribution: Debiasing Large Language Models without Modifying Prompts,LLMs,"[4,4,4,8]",Poster
18290,vCSGqbwggc,EduVerse: A User-Defined Multi-Agent Simulation Space for Education Scenario,LLMs,"[2,2,4,4,8]",Withdraw
1307,45btPYgSSX,Rewriting Pre-Training Data Boosts LLM Performance in Math and Code,LLMs,"[4,4,4,6]",Poster
16667,q56ZI1Co43,ReVeal: Self-Evolving Code Agents via Reliable Self-Verification,LLMs,"[2,4,6,6]",Poster
19131,xuT6MSjLS1,ProRA: Projection Aware Low-Rank Adaptation for Parameter Efficient Fine-Tuning,LLMs,"[2,2,4,4]",Withdraw
19586,zIT4MLbjlO,MM-BrowseComp: A Comprehensive Benchmark for Multimodal Browsing Agents,LLMs,"[2,4,4,6]",Withdraw
18656,wIflv5cQiU,FRAG: Filtering Noise Using Snippet-Level Query Relevance,LLMs,"[2,4,4,6,6]",Reject
15813,nCDgdjH6oV,Neural Catalog: Scaling Species Recognition with Catalog of Life–Augmented Generation,LLMs,"[2,4,6,6]",Reject
14341,iiBjaiikJG,SoLoPO: Unlocking Long-Context Capabilities in LLMs via Short-to-Long Preference Optimization,LLMs,"[4,6,8]",Poster
3228,AB3jM3iMaW,Self-Exploring Language Models for Explainable Link Forecasting on Temporal Graphs via Reinforcement Learning,LLMs,"[2,4,6,8]",Withdraw
17397,sHeQG5aav8,"SpineBench: A Clinically Salient, Level-Aware Benchmark Powered by the SpineMed-450k Corpus",LLMs,"[4,4,4,8]",ICLR 2026 ConditionalPoster
19040,xbyebbS1ZF,Online Algorithm Configuration for MILP Re-Optimization with LLM Guidance,LLMs,"[2,2,2,2]",Reject
11086,YcdfEa1355,LLMSELECTOR: Towards Model Selection Optimization for Compound AI Systems,LLMs,"[4,4,6,6]",Reject
11458,Zjz8F6gdrw,How Stable is the Next Token? A Geometric View of LLM Prediction Stability,LLMs,"[4,4,6,8]",Poster
481,1PRZhOM0vk,Reflective Reinforcement Tool Learning,LLMs,"[2,2,2,4]",Withdraw
6896,LZwHsK40qW,LatentBreak: Jailbreaking Large Language Models through Latent Space Feedback,LLMs,"[2,2,4,4]",Withdraw
2658,8HX1Orwbit,ML-Tool-Bench: Tool-Augmented Planning for ML Tasks,LLMs,"[4,4,4,4]",Reject
17274,rsfugpdMko,Neuro-Symbolic VAEs for Temporal Point Processes: Logic-Guided Controllable Generation,LLMs,"[4,4,4]",Reject
15240,lSGFavwaAm,Improving LLM Reasoning via Symbolic Inference over Logic Graphs,LLMs,"[2,4,6,6]",Reject
11664,aPOk0OjChf,Code Researcher: Deep Research Agent for Large Systems Code and Commit History,LLMs,"[4,4,6,6]",Reject
12634,dMY9FGUkiU,FrontierBench: Are We Only Testing Agents Under the Streetlight?,LLMs,"[2,2,2,2]",Reject
9815,UVmeiLJbr4,Beneath the Surface: Exposing and Mitigating Surface Learning in Large Language Models,LLMs,"[4,4,6]",Reject
18595,w4JmosnaUH,RAGCell: Retrieval-Augmented Generation as Supervision for Versatile Single-cell Analysis,LLMs,,Withdraw
15447,m35gwg11mT,Boosting Large Language Models with Mask Fine-Tuning,LLMs,"[4,4,4,4]",Reject
5957,IeJ9ABgf3k,OmniEduBench: A Comprehensive Chinese Benchmark for Assessing Large Language Models in Education,LLMs,"[4,4,4,6]",Reject
13273,fKYZ6T3dmI,BRED: A Comprehensive Benchmark for the Robust Evaluation of LLM-Generated Text Detection in Realistic Scenarios,LLMs,"[2,2,4,4]",Withdraw
2212,6v7GkwSwtp,CellForge: Agentic Design of Virtual Cell Models,LLMs,"[2,6,8]",Desk Reject
9207,SjBgxTsQYu,Context-Aware Alignment: Adapting Large Language Models to Individual Historical Data,LLMs,"[2,2,2,4]",Withdraw
4750,EyH8Fu3vtZ,Safety at One Shot: Patching Fine-Tuned LLMs with A Single Instance,LLMs,"[4,4,6,6]",Poster
10727,XVonoE8dWs,LSMSeg: Unleashing the Power of Large-Scale Models for Open-Vocabulary Semantic Segmentation,LLMs,"[2,4,4,4]",Withdraw
2578,81mxnkcW43,SPARD: Defending Harmful Fine-Tuning Attack via Safety Projection with Relevance–Diversity Data Selection,LLMs,"[2,4,6,6]",Reject
7393,ND0q3wjNgW,Fingerprinting LLMs via Prompt Injection,LLMs,"[2,2,4,6]",Withdraw
6401,K4pQPqibC3,From Theft to Bomb-Making: The Ripple Effect of Unlearning in Defending Against Jailbreak Attacks,LLMs,"[2,2,4,4,8]",Reject
1861,5koD6h0ep1,CodeStructEval: A Holistic Evaluation Framework of Code Structure Generation and Comprehension,LLMs,"[0,2,2,4]",Reject
2157,6hnjZMWICE,RL in Name Only? Analyzing the Structural Assumptions in RL post-training for LLMs,LLMs,"[2,2,6,6]",Reject
19610,zNqc0li5Dl,ReMix: Reinforcement Routing for Mixtures of LoRAs in LLM Finetuning,LLMs,"[2,2,6,6]",Reject
14153,i95lcR2GN5,Rethinking the Value of Multi-Agent Workflow: A Strong Single Agent Baseline,LLMs,"[4,4,4,6]",Reject
6289,JdmOAz8MEz,Tracing LLM Reasoning Processes with Strategic Games: A Framework for Resource-Constrained Decision Making and Revision,LLMs,"[2,4,6,6]",Reject
192,0ZnEzvSLNR,Self-Resource Allocation in Multi-Agent LLM Systems,LLMs,"[2,2,6,6]",Reject
4757,EytU0hBSUg,COSMOS: Are Performance–Cost Tradeoffs Predictable in Model--Strategy Selection?,LLMs,"[2,4,4,6]",Reject
94,0IceiDrfxI,NATLM: Detecting Defects in NFT Smart Contracts Leveraging LLM,LLMs,"[2,4,4,4]",Reject
536,1b99UOvz5h,Behavior-Infused Evidence-First Reasoning: Bridging the Offline-Online Gap in Recommendation,LLMs,"[2,4,4,6]",Withdraw
1739,5RATVAQGPx,Jackpot: Align Actor-Policy Distribution for scalable and stable RL for LLM,LLMs,"[4,4,4,6]",Poster
14056,hrDlJGrPqc,QC-Bench: What Do Language Models Know About Quantum Computing?,LLMs,"[2,4,4,6]",Desk Reject
19107,xpKe5qMaY4,GPS: Directed Acyclic Graph guided Proactive Information Seeking in Large Language Models,LLMs,"[2,4,6,6]",Poster
18996,xSa19DAieH,Stable-LoRA: Stabilizing Feature Learning of Low-Rank Adaption,LLMs,"[2,4,4,6]",Poster
12858,e3uQFSdJP0,ProDA: Profile-Decomposed Adaptation for Capturing the Structured Residual in Low-Rank Updates,LLMs,"[2,2,2,4]",Withdraw
83,0GaCfBRFnf,A Stitch in Time Saves Nine: Proactive Self-Refinement for Language Models,LLMs,"[4,6,6,8]",Poster
19179,y4791a4W9E,SASQ: Static Activation Scaling for Quantization-Aware Training in Large Language Models,LLMs,"[2,2,2,4]",Withdraw
14115,i1Mi2R1TsU,Understanding LoRA As Knowledge Memory: An Empirical Analysis,LLMs,"[4,4,6]",Reject
14876,kL5F9sRssn,Landmark-Guided Policy Optimization for Multi-Objective Language Model Selection,LLMs,"[4,4,4]",Reject
13521,gEVZxRgPhZ,Transduction is All You Need for Structured Data Workflows,LLMs,"[4,6,8]",Desk Reject
7142,MOZCNzQPrF,Agentic Design of Compositional Machines,LLMs,"[4,4,6,6]",Reject
